season,week,celebrity,judge_score_norm,estimated_vote_share,is_eliminated,age,industry,partner
10,4,Contestant_109,0.8666666666666667,0.11562435047189513,0,24,Athlete,Anna Trebunskaya
10,4,Contestant_110,0.7833333333333333,0.10620091878774969,0,42,Model,Damian Whitewood
10,4,Contestant_111,0.8333333333333334,0.11806716478659254,0,31,Singer/Rapper,Derek Hough
10,4,Contestant_112,0.65,0.11331359218773608,0,32,Sports Broadcaster,Maksim Chmerkoskiy
10,4,Contestant_113,0.5333333333333333,0.15801894713639197,0,35,TV Personality,Tony Dovolani
10,4,Contestant_114,0.6333333333333333,0.11744745519830538,0,32,TV Personality,Chelsie Hightower
10,5,Contestant_106,0.6,0.14584840523481782,0,40,Actor/Actress,Louis van Amstel
10,5,Contestant_108,0.6,0.14356643769633154,0,32,Athlete,Cheryl Burke
10,5,Contestant_109,0.9,0.12381757017456567,0,24,Athlete,Anna Trebunskaya
10,5,Contestant_110,0.7,0.12774333519782205,0,42,Model,Damian Whitewood
10,5,Contestant_111,0.9666666666666667,0.14103402819506572,0,31,Singer/Rapper,Derek Hough
10,5,Contestant_112,0.7333333333333333,0.13597458653211333,0,32,Sports Broadcaster,Maksim Chmerkoskiy
10,5,Contestant_113,0.5,0.055661427454172664,1,35,TV Personality,Tony Dovolani
10,5,Contestant_114,0.7666666666666667,0.12635420951511078,0,32,TV Personality,Chelsie Hightower
10,6,Contestant_106,0.86666,0.17747285770590213,0,40,Actor/Actress,Louis van Amstel
10,6,Contestant_108,0.7749974999999999,0.1632171256770588,0,32,Athlete,Cheryl Burke
10,6,Contestant_109,0.9,0.13840352449480903,0,24,Athlete,Anna Trebunskaya
10,6,Contestant_110,0.9999933333333334,0.13873253699822602,0,42,Model,Damian Whitewood
10,6,Contestant_111,0.8999974999999999,0.16664626916885264,0,31,Singer/Rapper,Derek Hough
10,6,Contestant_112,0.85,0.1705877249073796,0,32,Sports Broadcaster,Maksim Chmerkoskiy
10,6,Contestant_114,0.8333299999999999,0.04493996104777136,1,32,TV Personality,Chelsie Hightower
10,7,Contestant_106,0.8166666666666667,0.1975992466508376,0,40,Actor/Actress,Louis van Amstel
10,7,Contestant_108,0.8666666666666667,0.19818214109603802,0,32,Athlete,Cheryl Burke
10,7,Contestant_109,0.9,0.17476536938321924,0,24,Athlete,Anna Trebunskaya
10,7,Contestant_110,0.85,0.05900015197489963,1,42,Model,Damian Whitewood
10,7,Contestant_111,0.9,0.17930260341679738,0,31,Singer/Rapper,Derek Hough
10,7,Contestant_112,0.85,0.19115048747820856,0,32,Sports Broadcaster,Maksim Chmerkoskiy
10,8,Contestant_106,0.7166666666666667,0.10782626753947726,1,40,Actor/Actress,Louis van Amstel
10,8,Contestant_108,0.75,0.23511767582579726,0,32,Athlete,Cheryl Burke
10,8,Contestant_109,0.8833333333333333,0.19624762287517697,0,24,Athlete,Anna Trebunskaya
10,8,Contestant_111,0.9833333333333333,0.22967146082193354,0,31,Singer/Rapper,Derek Hough
10,8,Contestant_112,0.8833333333333333,0.23113697293761512,0,32,Sports Broadcaster,Maksim Chmerkoskiy
10,9,Contestant_108,0.8666666666666667,0.14977528832691508,1,32,Athlete,Cheryl Burke
10,9,Contestant_109,0.9833333333333333,0.26413282602402993,0,24,Athlete,Anna Trebunskaya
10,9,Contestant_111,0.9833333333333333,0.293246962146631,0,31,Singer/Rapper,Derek Hough
10,9,Contestant_112,0.9333333333333333,0.2928449235024236,0,32,Sports Broadcaster,Maksim Chmerkoskiy
11,1,Contestant_115,0.5,0.015934972437434247,1,58,Actor/Actress,Kym Johnson
11,1,Contestant_116,0.6,0.08531023678549457,0,76,Actor/Actress,Corky Ballas
11,1,Contestant_117,0.7666666666666667,0.07618692625383439,0,19,Actor/Actress,Lacey Schwimmer
11,1,Contestant_118,0.8,0.06293897761043296,0,50,Actor/Actress,Derek Hough
11,1,Contestant_119,0.7333333333333333,0.08875088971151797,0,41,Athlete,Cheryl Burke
11,1,Contestant_120,0.6333333333333333,0.08733055125844988,0,39,Athlete,Anna Trebunskaya
11,1,Contestant_121,0.5,0.0887634861162946,0,41,Comedian,Louis van Amstel
11,1,Contestant_122,0.5333333333333333,0.12882469482285996,0,57,Singer/Rapper,Chelsie Hightower
11,1,Contestant_123,0.7666666666666667,0.12261531981030856,0,31,Singer/Rapper,Maksim Chmerkoskiy
11,1,Contestant_124,0.5,0.09065059911560143,0,28,TV Personality,Karina Smirnoff
11,1,Contestant_125,0.6333333333333333,0.08328344371974022,0,25,TV Personality,Tony Dovolani
11,1,Contestant_126,0.6,0.06940990235803153,0,19,TV Personality,Mark Ballas
11,2,Contestant_116,0.6333333333333333,0.09995551134420255,0,76,Actor/Actress,Corky Ballas
11,2,Contestant_117,0.7333333333333333,0.07789709724176457,0,19,Actor/Actress,Lacey Schwimmer
11,2,Contestant_118,0.8,0.07865222376248494,0,50,Actor/Actress,Derek Hough
11,2,Contestant_119,0.7,0.10470305654775743,0,41,Athlete,Cheryl Burke
11,2,Contestant_120,0.7,0.10213780521585791,0,39,Athlete,Anna Trebunskaya
11,2,Contestant_121,0.6,0.09923587541563852,0,41,Comedian,Louis van Amstel
11,2,Contestant_122,0.4,0.03311703072582153,1,57,Singer/Rapper,Chelsie Hightower
11,2,Contestant_123,0.7,0.11762754729111838,0,31,Singer/Rapper,Maksim Chmerkoskiy
11,2,Contestant_124,0.6,0.11014340955342246,0,28,TV Personality,Karina Smirnoff
11,2,Contestant_125,0.7666666666666667,0.08812193729123714,0,25,TV Personality,Tony Dovolani
11,2,Contestant_126,0.7333333333333333,0.08840850561069438,0,19,TV Personality,Mark Ballas
11,3,Contestant_116,0.6666666666666666,0.11337003180834035,0,76,Actor/Actress,Corky Ballas
11,3,Contestant_117,0.7666666666666667,0.0999941255515763,0,19,Actor/Actress,Lacey Schwimmer
11,3,Contestant_118,0.8,0.10034759408507328,0,50,Actor/Actress,Derek Hough
11,3,Contestant_119,0.8,0.09634483786577812,0,41,Athlete,Cheryl Burke
11,3,Contestant_120,0.7666666666666667,0.12310827224333958,0,39,Athlete,Anna Trebunskaya
11,3,Contestant_121,0.6,0.025113360031724943,1,41,Comedian,Louis van Amstel
11,3,Contestant_123,0.8,0.11949753221196587,0,31,Singer/Rapper,Maksim Chmerkoskiy
11,3,Contestant_124,0.6666666666666666,0.12617843252214878,0,28,TV Personality,Karina Smirnoff
11,3,Contestant_125,0.8666666666666667,0.09339807749132907,0,25,TV Personality,Tony Dovolani
11,3,Contestant_126,0.6333333333333333,0.1026477361887235,0,19,TV Personality,Mark Ballas
11,4,Contestant_116,0.5833333333333334,0.13821315034084242,0,76,Actor/Actress,Corky Ballas
11,4,Contestant_117,0.6666666666666666,0.11240831955443666,0,19,Actor/Actress,Lacey Schwimmer
11,4,Contestant_118,0.9333333333333333,0.10053868229718269,0,50,Actor/Actress,Derek Hough
11,4,Contestant_119,0.65,0.10712709810547397,0,41,Athlete,Cheryl Burke
11,4,Contestant_120,0.5666666666666667,0.1488781942429219,0,39,Athlete,Anna Trebunskaya
11,4,Contestant_123,0.8,0.12908386970890706,0,31,Singer/Rapper,Maksim Chmerkoskiy
11,4,Contestant_124,0.4666666666666667,0.038821767206779115,1,28,TV Personality,Karina Smirnoff
11,4,Contestant_125,0.7666666666666667,0.10142358662118632,0,25,TV Personality,Tony Dovolani
11,4,Contestant_126,0.5333333333333333,0.12350533192226995,0,19,TV Personality,Mark Ballas
11,5,Contestant_116,0.7,0.038222587062142044,1,76,Actor/Actress,Corky Ballas
11,5,Contestant_117,0.6666666666666666,0.13567189367755467,0,19,Actor/Actress,Lacey Schwimmer
11,5,Contestant_118,0.8333333333333334,0.13357064961501489,0,50,Actor/Actress,Derek Hough
11,5,Contestant_119,0.8,0.12960370190787196,0,41,Athlete,Cheryl Burke
11,5,Contestant_120,0.8,0.1562410207275063,0,39,Athlete,Anna Trebunskaya
11,5,Contestant_123,0.9,0.12364362967705872,0,31,Singer/Rapper,Maksim Chmerkoskiy
11,5,Contestant_125,0.7666666666666667,0.13424103482414076,0,25,TV Personality,Tony Dovolani
11,5,Contestant_126,0.6,0.1488054825087106,0,19,TV Personality,Mark Ballas
11,6,Contestant_117,0.9999966666666665,0.1339321906936111,0,19,Actor/Actress,Lacey Schwimmer
11,6,Contestant_118,0.9666666666666667,0.14442715920155125,0,50,Actor/Actress,Derek Hough
11,6,Contestant_119,1.0,0.16671668744982687,0,41,Athlete,Cheryl Burke
11,6,Contestant_120,0.73333,0.18281214808778032,0,39,Athlete,Anna Trebunskaya
11,6,Contestant_123,0.8999974999999999,0.13759135841756678,0,31,Singer/Rapper,Maksim Chmerkoskiy
11,6,Contestant_125,0.799995,0.04882614897148022,1,25,TV Personality,Tony Dovolani
11,6,Contestant_126,0.9333266666666666,0.1856943071781834,0,19,TV Personality,Mark Ballas
11,7,Contestant_117,0.8375,0.17678464917099085,0,19,Actor/Actress,Lacey Schwimmer
11,7,Contestant_118,0.9125,0.1646381446080496,0,50,Actor/Actress,Derek Hough
11,7,Contestant_119,0.8625,0.06287885076887563,1,41,Athlete,Cheryl Burke
11,7,Contestant_120,0.875,0.19168024605976594,0,39,Athlete,Anna Trebunskaya
11,7,Contestant_123,0.9125,0.1897747285784687,0,31,Singer/Rapper,Maksim Chmerkoskiy
11,7,Contestant_126,0.8125,0.21424338081384894,0,19,TV Personality,Mark Ballas
11,8,Contestant_117,0.9333333333333333,0.35838000938394987,0,19,Actor/Actress,Lacey Schwimmer
11,8,Contestant_118,0.95,0.40072080148473194,0,50,Actor/Actress,Derek Hough
11,8,Contestant_120,0.8,0.11915215227792103,1,39,Athlete,Anna Trebunskaya
11,8,Contestant_123,0.95,0.07117225144494509,0,31,Singer/Rapper,Maksim Chmerkoskiy
11,8,Contestant_126,0.7833333333333333,0.05057478540845216,0,19,TV Personality,Mark Ballas
11,9,Contestant_117,0.9666666666666667,0.3967339600017144,0,19,Actor/Actress,Lacey Schwimmer
11,9,Contestant_118,1.0,0.4120649986573647,0,50,Actor/Actress,Derek Hough
11,9,Contestant_123,0.95,0.044562809411133865,1,31,Singer/Rapper,Maksim Chmerkoskiy
11,9,Contestant_126,0.8833333333333333,0.14663823192978662,0,19,TV Personality,Mark Ballas
12,2,Contestant_127,0.7,0.08599537467540752,0,49,Actor/Actress,Karina Smirnoff
12,2,Contestant_128,0.6,0.08290765665513886,0,22,Actor/Actress,Mark Ballas
12,2,Contestant_129,0.6666666666666666,0.08719719687357548,0,60,Actor/Actress,Maksim Chmerkoskiy
12,2,Contestant_130,0.7666666666666667,0.11184661839738065,0,35,Athlete,Kym Johnson
12,2,Contestant_131,0.5666666666666667,0.11356505654718745,0,54,Athlete,Anna Trebunskaya
12,2,Contestant_132,0.7666666666666667,0.11562876387291611,0,40,Athlete,Cheryl Burke
12,2,Contestant_133,0.6,0.08556622590085966,0,31,Model,Dmitry Chaplin
12,2,Contestant_134,0.5666666666666667,0.01602562616116351,1,32,Radio Personality,Lacey Schwimmer
12,2,Contestant_135,0.7666666666666667,0.12629726859666848,0,21,Singer/Rapper,Chelsie Hightower
12,2,Contestant_136,0.5666666666666667,0.09301856874285692,0,46,TV Personality,Tony Dovolani
12,2,Contestant_137,0.6333333333333333,0.08195164357684549,0,25,TV Personality,Louis van Amstel
12,3,Contestant_127,0.7,0.09483383900729951,0,49,Actor/Actress,Karina Smirnoff
12,3,Contestant_128,0.7666666666666667,0.09703178152710439,0,22,Actor/Actress,Mark Ballas
12,3,Contestant_129,0.7,0.10183995048423897,0,60,Actor/Actress,Maksim Chmerkoskiy
12,3,Contestant_130,0.8333333333333334,0.11498892926926942,0,35,Athlete,Kym Johnson
12,3,Contestant_131,0.6666666666666666,0.12181789345335182,0,54,Athlete,Anna Trebunskaya
12,3,Contestant_132,0.7,0.12228907689286463,0,40,Athlete,Cheryl Burke
12,3,Contestant_133,0.8333333333333334,0.08821431363109546,0,31,Model,Dmitry Chaplin
12,3,Contestant_135,0.6666666666666666,0.14337307046358355,0,21,Singer/Rapper,Chelsie Hightower
12,3,Contestant_136,0.5,0.029859783119756296,1,46,TV Personality,Tony Dovolani
12,3,Contestant_137,0.7666666666666667,0.08575136215143626,0,25,TV Personality,Louis van Amstel
12,4,Contestant_127,0.8333333333333334,0.10702519019032995,0,49,Actor/Actress,Karina Smirnoff
12,4,Contestant_128,0.8666666666666667,0.10189562889699094,0,22,Actor/Actress,Mark Ballas
12,4,Contestant_129,0.7333333333333333,0.1313227260240546,0,60,Actor/Actress,Maksim Chmerkoskiy
12,4,Contestant_130,0.8333333333333334,0.11155502783661365,0,35,Athlete,Kym Johnson
12,4,Contestant_131,0.7,0.029109549543070375,1,54,Athlete,Anna Trebunskaya
12,4,Contestant_132,0.7666666666666667,0.14033895484438924,0,40,Athlete,Cheryl Burke
12,4,Contestant_133,0.7666666666666667,0.10780881279747247,0,31,Model,Dmitry Chaplin
12,4,Contestant_135,0.7666666666666667,0.13621582413478528,0,21,Singer/Rapper,Chelsie Hightower
12,4,Contestant_137,0.6,0.13472828573229353,0,25,TV Personality,Louis van Amstel
12,5,Contestant_127,0.7333333333333333,0.1291071324761518,0,49,Actor/Actress,Karina Smirnoff
12,5,Contestant_128,0.8666666666666667,0.1176470776222634,0,22,Actor/Actress,Mark Ballas
12,5,Contestant_129,0.7666666666666667,0.15482638688735928,0,60,Actor/Actress,Maksim Chmerkoskiy
12,5,Contestant_130,0.9,0.12545748170186402,0,35,Athlete,Kym Johnson
12,5,Contestant_132,0.8666666666666667,0.14735340988159973,0,40,Athlete,Cheryl Burke
12,5,Contestant_133,0.7333333333333333,0.03373008232592029,1,31,Model,Dmitry Chaplin
12,5,Contestant_135,0.8666666666666667,0.15053971154008766,0,21,Singer/Rapper,Chelsie Hightower
12,5,Contestant_137,0.7333333333333333,0.14133871756475355,0,25,TV Personality,Louis van Amstel
12,6,Contestant_127,0.8,0.16540331526659618,0,49,Actor/Actress,Karina Smirnoff
12,6,Contestant_128,0.9333333333333333,0.13990419876441298,0,22,Actor/Actress,Mark Ballas
12,6,Contestant_129,0.8666666666666667,0.17872844164869894,0,60,Actor/Actress,Maksim Chmerkoskiy
12,6,Contestant_130,0.9,0.1370136707636807,0,35,Athlete,Kym Johnson
12,6,Contestant_132,0.7333333333333333,0.05511474029329971,1,40,Athlete,Cheryl Burke
12,6,Contestant_135,0.9333333333333333,0.16937543036335653,0,21,Singer/Rapper,Chelsie Hightower
12,6,Contestant_137,0.8333333333333334,0.15446020289995496,0,25,TV Personality,Louis van Amstel
12,7,Contestant_127,0.825,0.03932999961085486,0,49,Actor/Actress,Karina Smirnoff
12,7,Contestant_128,0.8,0.5229034489611942,0,22,Actor/Actress,Mark Ballas
12,7,Contestant_129,0.75,0.044872436318244384,0,60,Actor/Actress,Maksim Chmerkoskiy
12,7,Contestant_130,0.825,0.1296342154425222,0,35,Athlete,Kym Johnson
12,7,Contestant_135,0.75,0.19097200464504058,0,21,Singer/Rapper,Chelsie Hightower
12,7,Contestant_137,0.7625,0.07228789502214385,1,25,TV Personality,Louis van Amstel
12,8,Contestant_127,0.7666666666666667,0.2174685328366147,0,49,Actor/Actress,Karina Smirnoff
12,8,Contestant_128,0.9166666666666666,0.01763424840557065,0,22,Actor/Actress,Mark Ballas
12,8,Contestant_129,0.8833333333333333,0.30856701142700277,0,60,Actor/Actress,Maksim Chmerkoskiy
12,8,Contestant_130,0.9,0.4027070057232049,0,35,Athlete,Kym Johnson
12,8,Contestant_135,0.8666666666666667,0.05362320160760693,1,21,Singer/Rapper,Chelsie Hightower
12,9,Contestant_127,0.8,0.13043066945633774,1,49,Actor/Actress,Karina Smirnoff
12,9,Contestant_128,0.9125,0.5676437639167611,0,22,Actor/Actress,Mark Ballas
12,9,Contestant_129,0.9,0.2445398037351141,0,60,Actor/Actress,Maksim Chmerkoskiy
12,9,Contestant_130,1.0,0.05738576289178712,0,35,Athlete,Kym Johnson
13,1,Contestant_138,0.5,0.08694621620968282,0,33,Actor/Actress,Valentin Chmerkovskiy
13,1,Contestant_139,0.6,0.07127362174085088,0,40,Actor/Actress,Kym Johnson
13,1,Contestant_140,0.6666666666666666,0.08605907656781982,0,42,Actor/Actress,Derek Hough
13,1,Contestant_141,0.7333333333333333,0.08209468187656811,0,28,Actor/Actress,Karina Smirnoff
13,1,Contestant_142,0.4666666666666667,0.018554420098395266,1,31,Athlete,Peta Murgatroyd
13,1,Contestant_143,0.7,0.09638932320636587,0,30,Athlete,Maksim Chmerkoskiy
13,1,Contestant_144,0.7333333333333333,0.1292085550143311,0,43,Singer/Rapper,Tony Dovolani
13,1,Contestant_145,0.6333333333333333,0.08894849736294365,0,24,TV Personality,Mark Ballas
13,1,Contestant_146,0.5666666666666667,0.08504121766470764,0,41,TV Personality,Anna Trebunskaya
13,1,Contestant_147,0.5666666666666667,0.09158049141055016,0,42,TV Personality,Lacey Schwimmer
13,1,Contestant_148,0.5333333333333333,0.08170372777730077,0,51,TV Personality,Tristan MacManus
13,1,Contestant_149,0.5333333333333333,0.08220017107048422,0,24,TV Personality,Cheryl Burke
13,2,Contestant_138,0.7,0.21279794309120986,1,33,Actor/Actress,Valentin Chmerkovskiy
13,2,Contestant_139,0.6,0.12552021399963934,0,40,Actor/Actress,Kym Johnson
13,2,Contestant_140,0.7666666666666667,0.025266022201202627,0,42,Actor/Actress,Derek Hough
13,2,Contestant_141,0.7333333333333333,0.012435938273871695,0,28,Actor/Actress,Karina Smirnoff
13,2,Contestant_143,0.6333333333333333,0.20011090753510638,0,30,Athlete,Maksim Chmerkoskiy
13,2,Contestant_144,0.7,0.050990285389510774,0,43,Singer/Rapper,Tony Dovolani
13,2,Contestant_145,0.7333333333333333,0.14910863431280275,0,24,TV Personality,Mark Ballas
13,2,Contestant_146,0.6,0.034769908827892014,0,41,TV Personality,Anna Trebunskaya
13,2,Contestant_147,0.5666666666666667,0.05640308830757765,0,42,TV Personality,Lacey Schwimmer
13,2,Contestant_148,0.7,0.12216443029160115,0,51,TV Personality,Tristan MacManus
13,2,Contestant_149,0.7,0.010432627769585787,0,24,TV Personality,Cheryl Burke
13,3,Contestant_139,0.8,0.03146830613368593,0,40,Actor/Actress,Kym Johnson
13,3,Contestant_140,0.9,0.08918849363736563,0,42,Actor/Actress,Derek Hough
13,3,Contestant_141,0.8666666666666667,0.003375998556858329,0,28,Actor/Actress,Karina Smirnoff
13,3,Contestant_143,0.8,0.049166287635528556,0,30,Athlete,Maksim Chmerkoskiy
13,3,Contestant_144,0.8666666666666667,0.05898038357381056,0,43,Singer/Rapper,Tony Dovolani
13,3,Contestant_145,0.8,0.002303433185263325,1,24,TV Personality,Mark Ballas
13,3,Contestant_146,0.7666666666666667,0.003941299109825513,0,41,TV Personality,Anna Trebunskaya
13,3,Contestant_147,0.6,0.25295570806686984,0,42,TV Personality,Lacey Schwimmer
13,3,Contestant_148,0.7,0.2523536215005627,0,51,TV Personality,Tristan MacManus
13,3,Contestant_149,0.8,0.2562664686002297,0,24,TV Personality,Cheryl Burke
13,4,Contestant_139,0.7666666666666667,0.015525776335000371,0,40,Actor/Actress,Kym Johnson
13,4,Contestant_140,0.9666666666666667,0.05029181594619796,0,42,Actor/Actress,Derek Hough
13,4,Contestant_141,0.8666666666666667,1.3050711689027476e-05,0,28,Actor/Actress,Karina Smirnoff
13,4,Contestant_143,0.8,0.13299883007587868,0,30,Athlete,Maksim Chmerkoskiy
13,4,Contestant_144,0.7,0.01120423165067998,1,43,Singer/Rapper,Tony Dovolani
13,4,Contestant_146,0.6666666666666666,0.019328340384873313,0,41,TV Personality,Anna Trebunskaya
13,4,Contestant_147,0.7,0.2847525072157027,0,42,TV Personality,Lacey Schwimmer
13,4,Contestant_148,0.7,0.274758419507383,0,51,TV Personality,Tristan MacManus
13,4,Contestant_149,0.8,0.211127028172595,0,24,TV Personality,Cheryl Burke
13,5,Contestant_139,0.8333333333333334,0.21769581623550616,0,40,Actor/Actress,Kym Johnson
13,5,Contestant_140,0.8,0.10500546719395557,0,42,Actor/Actress,Derek Hough
13,5,Contestant_141,0.9333333333333333,0.06887387081335095,0,28,Actor/Actress,Karina Smirnoff
13,5,Contestant_143,0.8,0.0622369713671723,0,30,Athlete,Maksim Chmerkoskiy
13,5,Contestant_146,0.6333333333333333,0.11421602113481776,1,41,TV Personality,Anna Trebunskaya
13,5,Contestant_147,0.7,0.21471708886938798,0,42,TV Personality,Lacey Schwimmer
13,5,Contestant_148,0.7333333333333333,0.18657876282834665,0,51,TV Personality,Tristan MacManus
13,5,Contestant_149,0.8333333333333334,0.0306760015574626,0,24,TV Personality,Cheryl Burke
13,6,Contestant_139,0.7666666666666667,0.24055495684315162,0,40,Actor/Actress,Kym Johnson
13,6,Contestant_140,0.9666666666666667,0.12789524933325905,0,42,Actor/Actress,Derek Hough
13,6,Contestant_141,0.9666666666666667,0.11653809045048673,0,28,Actor/Actress,Karina Smirnoff
13,6,Contestant_143,0.6666666666666666,0.13605291232168926,0,30,Athlete,Maksim Chmerkoskiy
13,6,Contestant_147,0.6333333333333333,0.0617389118437282,1,42,TV Personality,Lacey Schwimmer
13,6,Contestant_148,0.8,0.20280158365778467,0,51,TV Personality,Tristan MacManus
13,6,Contestant_149,0.7333333333333333,0.11441829554990006,0,24,TV Personality,Cheryl Burke
13,7,Contestant_139,0.7833333333333333,0.08188459107970987,1,40,Actor/Actress,Kym Johnson
13,7,Contestant_140,0.8833333333333333,0.16905842428912152,0,42,Actor/Actress,Derek Hough
13,7,Contestant_141,0.8,0.18483124372603987,0,28,Actor/Actress,Karina Smirnoff
13,7,Contestant_143,0.8333333333333334,0.1757218960304456,0,30,Athlete,Maksim Chmerkoskiy
13,7,Contestant_148,0.7333333333333333,0.2227548493716352,0,51,TV Personality,Tristan MacManus
13,7,Contestant_149,0.85,0.16574899550304795,0,24,TV Personality,Cheryl Burke
13,8,Contestant_140,0.8666666666666667,0.4820585082342128,0,42,Actor/Actress,Derek Hough
13,8,Contestant_141,1.0,0.06817717870870975,0,28,Actor/Actress,Karina Smirnoff
13,8,Contestant_143,0.8666666666666667,0.11616406954690246,0,30,Athlete,Maksim Chmerkoskiy
13,8,Contestant_148,0.7333333333333333,0.10941389849032325,1,51,TV Personality,Tristan MacManus
13,8,Contestant_149,0.85,0.22418634501985174,0,24,TV Personality,Cheryl Burke
13,9,Contestant_140,0.8374974999999999,0.5091827801192796,0,42,Actor/Actress,Derek Hough
13,9,Contestant_141,0.9333333333333333,0.12690039091864005,0,28,Actor/Actress,Karina Smirnoff
13,9,Contestant_143,0.81666,0.12738434201319127,1,30,Athlete,Maksim Chmerkoskiy
13,9,Contestant_149,0.812495,0.23653248694888904,0,24,TV Personality,Cheryl Burke
14,2,Contestant_150,0.8333333333333334,0.07332018474145192,0,31,Actor/Actress,Cheryl Burke
14,2,Contestant_151,0.7,0.07243921030969581,0,52,Actor/Actress,Anna Trebunskaya
14,2,Contestant_152,0.7666666666666667,0.07715580244757402,0,44,Actor/Actress,Valentin Chmerkovskiy
14,2,Contestant_153,0.7333333333333333,0.08379246369845439,0,35,Actor/Actress,Kym Johnson
14,2,Contestant_154,0.8666666666666667,0.06274756304561516,0,20,Actor/Actress,Chelsie Hightower
14,2,Contestant_155,0.6666666666666666,0.08832177591490771,0,47,Actor/Actress,Maksim Chmerkoskiy
14,2,Contestant_156,0.5666666666666667,0.020022212764305585,1,55,Athlete,Tony Dovolani
14,2,Contestant_157,0.8,0.0977807573429176,0,37,Athlete,Peta Murgatroyd
14,2,Contestant_158,0.7,0.11055628225917116,0,35,Singer/Rapper,Karina Smirnoff
14,2,Contestant_159,0.6333333333333333,0.1321009066981249,0,67,Singer/Rapper,Tristan MacManus
14,2,Contestant_160,0.8666666666666667,0.11289499456610644,0,31,Singer/Rapper,Mark Ballas
14,2,Contestant_161,0.8333333333333334,0.06886784621167587,0,33,TV Personality,Derek Hough
14,3,Contestant_150,0.9333333333333333,0.08287862691821435,0,31,Actor/Actress,Cheryl Burke
14,3,Contestant_151,0.8,0.01326494086405922,1,52,Actor/Actress,Anna Trebunskaya
14,3,Contestant_152,0.8,0.09917567445705347,0,44,Actor/Actress,Valentin Chmerkovskiy
14,3,Contestant_153,0.8333333333333334,0.09701602653025264,0,35,Actor/Actress,Kym Johnson
14,3,Contestant_154,0.8333333333333334,0.07727234720328938,0,20,Actor/Actress,Chelsie Hightower
14,3,Contestant_155,0.8,0.09658776190320673,0,47,Actor/Actress,Maksim Chmerkoskiy
14,3,Contestant_157,0.8666666666666667,0.09874393464345438,0,37,Athlete,Peta Murgatroyd
14,3,Contestant_158,0.8,0.12021084288136968,0,35,Singer/Rapper,Karina Smirnoff
14,3,Contestant_159,0.8,0.11394632700034159,0,67,Singer/Rapper,Tristan MacManus
14,3,Contestant_160,0.9666666666666667,0.11119703994077165,0,31,Singer/Rapper,Mark Ballas
14,3,Contestant_161,0.9,0.0897064776579867,0,33,TV Personality,Derek Hough
14,4,Contestant_150,0.7333333333333333,0.08624148606726842,0,31,Actor/Actress,Cheryl Burke
14,4,Contestant_152,0.7,0.0769359968458703,1,44,Actor/Actress,Valentin Chmerkovskiy
14,4,Contestant_153,0.7333333333333333,0.02638591187619219,0,35,Actor/Actress,Kym Johnson
14,4,Contestant_154,0.8666666666666667,0.027128345253702776,0,20,Actor/Actress,Chelsie Hightower
14,4,Contestant_155,0.7333333333333333,0.051803435559335094,0,47,Actor/Actress,Maksim Chmerkoskiy
14,4,Contestant_157,0.9,0.05736791333124708,0,37,Athlete,Peta Murgatroyd
14,4,Contestant_158,0.7666666666666667,0.42700944872739954,0,35,Singer/Rapper,Karina Smirnoff
14,4,Contestant_159,0.6666666666666666,0.03863424335243633,0,67,Singer/Rapper,Tristan MacManus
14,4,Contestant_160,0.8,0.18739239743185973,0,31,Singer/Rapper,Mark Ballas
14,4,Contestant_161,0.8666666666666667,0.021100821554688592,0,33,TV Personality,Derek Hough
14,5,Contestant_150,0.9666666666666667,0.06867654898956456,0,31,Actor/Actress,Cheryl Burke
14,5,Contestant_153,0.8,0.013596458189266332,0,35,Actor/Actress,Kym Johnson
14,5,Contestant_154,0.8666666666666667,0.07817213184088022,0,20,Actor/Actress,Chelsie Hightower
14,5,Contestant_155,0.7,0.004169197941070849,0,47,Actor/Actress,Maksim Chmerkoskiy
14,5,Contestant_157,0.9,0.16163929946244016,0,37,Athlete,Peta Murgatroyd
14,5,Contestant_158,0.6333333333333333,0.19112703840636858,1,35,Singer/Rapper,Karina Smirnoff
14,5,Contestant_159,0.7333333333333333,0.07369478073443927,0,67,Singer/Rapper,Tristan MacManus
14,5,Contestant_160,0.9666666666666667,0.2746533009120437,0,31,Singer/Rapper,Mark Ballas
14,5,Contestant_161,0.9,0.1342712435239265,0,33,TV Personality,Derek Hough
14,6,Contestant_150,0.9,0.11957453522533515,0,31,Actor/Actress,Cheryl Burke
14,6,Contestant_153,0.924995,0.05389496107061538,0,35,Actor/Actress,Kym Johnson
14,6,Contestant_154,0.9333266666666666,0.11109748706099151,0,20,Actor/Actress,Chelsie Hightower
14,6,Contestant_155,1.0,0.04788804574083014,0,47,Actor/Actress,Maksim Chmerkoskiy
14,6,Contestant_157,0.8499975,0.19946854120995805,0,37,Athlete,Peta Murgatroyd
14,6,Contestant_159,0.8,0.021688077143865156,1,67,Singer/Rapper,Tristan MacManus
14,6,Contestant_160,0.9749975,0.29136112462706915,0,31,Singer/Rapper,Mark Ballas
14,6,Contestant_161,0.9999966666666665,0.1550272279213358,0,33,TV Personality,Derek Hough
14,7,Contestant_150,0.8833333333333333,0.12936717905473172,0,31,Actor/Actress,Cheryl Burke
14,7,Contestant_153,0.85,0.023709338645911206,1,35,Actor/Actress,Kym Johnson
14,7,Contestant_154,0.8666666666666667,0.13128644492222288,0,20,Actor/Actress,Chelsie Hightower
